transaction_id,date,product_name,quantity,amount,discount,cashier
161,2/5/2025,Vinegar - Sherry,3,$187.75,$17.73,bet
162,2/27/2025,Chicken - Whole Fryers,19,$184.86,$12.19,arnold
163,2/20/2025,Bread - Frozen Basket Variety,12,$218.07,$26.14,Sona
164,2/4/2025,Beer - Original Organic Lager,100,$238.59,$26.63,Sona
165,2/25/2025,Rabbit - Whole,12,$291.34,$47.38,bet
166,2/24/2025,Chips - Potato Jalapeno,65,$126.40,$0.88,Sona
167,2/13/2025,"Sauce - White, Mix",31,$274.52,$4.37,Sona
168,2/23/2025,Table Cloth 72x144 White,68,$173.78,$5.06,arnold
169,2/7/2025,"Dill - Primerba, Paste",64,$189.86,$10.59,bet
170,2/26/2025,Fudge - Cream Fudge,63,$256.27,$46.00,arnold
171,2/14/2025,Basil - Seedlings Cookstown,53,$173.47,$47.79,Sona
172,2/25/2025,Mint - Fresh,74,$117.29,$17.41,bet
173,2/23/2025,Sachet,4,$171.94,$38.50,bet
174,2/4/2025,Spaghetti Squash,94,$203.22,$35.01,arnold
175,2/13/2025,Wine - Toasted Head,59,$148.88,$19.96,bet
176,2/10/2025,Prunes - Pitted,81,$52.97,$6.39,arnold
177,2/18/2025,Godiva White Chocolate,33,$242.16,$7.06,bet
178,2/19/2025,Mushroom - Morel Frozen,98,$92.01,$6.05,bet
179,2/20/2025,The Pop Shoppe - Black Cherry,74,$119.27,$6.72,bet
180,2/15/2025,Salmon - Fillets,22,$72.59,$25.36,Sona
181,2/19/2025,"Pasta - Lasagna, Dry",74,$191.53,$43.73,bet
182,2/26/2025,Cheese - Grie Des Champ,94,$217.31,$18.35,bet
183,2/19/2025,Bay Leaf Fresh,46,$116.43,$32.31,arnold
184,2/16/2025,Sauce - Ranch Dressing,12,$261.39,$40.90,bet
185,2/20/2025,Easy Off Oven Cleaner,34,$125.00,$5.34,bet
186,2/23/2025,Ecolab - Hobart Washarm End Cap,4,$189.16,$15.54,Sona
187,2/24/2025,Sprouts - Alfalfa,7,$250.00,$48.20,arnold
188,2/12/2025,Sprouts - China Rose,92,$110.88,$43.60,Sona
189,2/23/2025,Truffle - Whole Black Peeled,24,$163.51,$44.20,arnold
190,2/8/2025,"Trout - Rainbow, Fresh",92,$190.65,$27.72,Sona
191,2/16/2025,"C - Plus, Orange",94,$275.55,$36.12,Sona
192,2/14/2025,Coconut - Whole,16,$201.63,$36.44,Sona
193,2/24/2025,Cookies Cereal Nut,44,$154.88,$1.06,Sona
194,2/10/2025,Soup - Verve - Chipotle Chicken,74,$288.18,$39.43,arnold
195,2/5/2025,Muffin Mix - Lemon Cranberry,79,$160.16,$38.42,bet
196,2/22/2025,Garbag Bags - Black,45,$164.93,$36.34,arnold
197,2/12/2025,Wine - Ruffino Chianti,23,$265.65,$19.76,bet
198,2/20/2025,Oyster - In Shell,53,$287.48,$5.52,bet
199,2/4/2025,Squid - Tubes / Tenticles 10/20,23,$282.94,$44.21,Sona
200,2/18/2025,Quail - Jumbo,31,$174.28,$14.12,arnold
201,2/13/2025,Energy Drink - Franks Pineapple,77,$151.03,$26.96,arnold
202,2/26/2025,Steampan - Lid For Half Size,43,$150.57,$10.53,bet
203,2/13/2025,Lamb Shoulder Boneless Nz,22,$117.02,$34.81,Sona
204,2/13/2025,"Tomatoes - Vine Ripe, Red",61,$260.29,$41.70,bet
205,2/10/2025,Cornflakes,48,$218.52,$2.38,arnold
206,2/17/2025,Bread Country Roll,81,$117.12,$44.53,arnold
207,2/15/2025,Beef - Diced,82,$233.39,$29.72,arnold
208,2/15/2025,Cinnamon - Stick,38,$243.64,$13.42,arnold
209,2/15/2025,"Beef - Roasted, Cooked",79,$219.04,$11.95,arnold
210,2/25/2025,Bread - French Baquette,74,$100.06,$38.45,bet
211,2/7/2025,Duck - Breast,30,$122.02,$8.02,Sona
212,2/13/2025,Pastry - Raisin Muffin - Mini,67,$273.55,$32.75,Sona
213,2/5/2025,Langers - Mango Nectar,99,$182.25,$1.89,bet
214,2/24/2025,Chambord Royal,52,$241.86,$37.45,Sona
215,2/26/2025,Beef - Short Ribs,52,$139.99,$39.53,Sona
216,2/24/2025,Goat - Whole Cut,10,$253.90,$28.19,arnold
217,2/26/2025,Potatoes - Idaho 100 Count,65,$152.29,$2.67,arnold
218,2/10/2025,Aromat Spice / Seasoning,14,$124.31,$6.57,bet
219,2/23/2025,Beef - Short Loin,87,$254.31,$15.73,Sona
220,2/18/2025,"Roe - Lump Fish, Black",10,$105.19,$0.58,bet
221,2/14/2025,Mcgillicuddy Vanilla Schnap,37,$175.90,$40.24,bet
222,2/7/2025,Creamers - 10%,45,$57.90,$24.58,bet
223,2/6/2025,"Beef - Chuck, Boneless",41,$135.13,$32.33,Sona
224,2/8/2025,Beer - Tetleys,86,$163.65,$26.07,arnold
225,2/24/2025,Pie Shell - 5,33,$226.82,$6.77,Sona
226,2/16/2025,Spice - Chili Powder Mexican,92,$82.64,$0.80,Sona
227,2/24/2025,Chocolate - Semi Sweet,47,$62.95,$36.04,arnold
228,2/14/2025,Sour Cream,16,$266.43,$14.96,arnold
229,2/24/2025,Cabbage - Savoy,65,$105.96,$44.42,Sona
230,2/21/2025,Bagel - 12 Grain Preslice,42,$261.51,$35.29,Sona
231,2/15/2025,Wine - Ruffino Chianti,42,$213.91,$43.81,bet
232,2/7/2025,Melon - Watermelon Yellow,26,$68.67,$32.30,bet
233,2/20/2025,Squeeze Bottle,71,$132.63,$24.44,arnold
234,2/17/2025,Sansho Powder,88,$216.18,$27.69,arnold
235,2/6/2025,Sugar - Brown,8,$206.94,$36.13,arnold
236,2/26/2025,Creme De Banane - Marie,88,$171.81,$24.52,bet
237,2/24/2025,Daikon Radish,13,$282.49,$18.10,Sona
238,2/21/2025,Dooleys Toffee,39,$158.54,$10.05,bet
239,2/24/2025,"Soup - Campbells, Creamy",45,$218.77,$29.43,Sona
240,2/10/2025,Nestea - Iced Tea,21,$64.35,$38.45,arnold
241,2/9/2025,Bread - Sour Sticks With Onion,16,$156.22,$6.60,arnold
242,2/15/2025,Graham Cracker Mix,41,$181.81,$39.20,arnold
243,2/17/2025,Pie Box - Cello Window 2.5,38,$117.67,$3.60,arnold
244,2/6/2025,Cheese - Camembert,78,$299.68,$13.24,arnold
245,2/22/2025,Soup - Campbells - Chicken Noodle,38,$257.19,$2.77,Sona
246,2/17/2025,"Chilli Paste, Sambal Oelek",51,$157.49,$4.42,arnold
247,2/19/2025,Chips Potato Reg 43g,86,$55.95,$16.62,bet
248,2/15/2025,Mushroom - White Button,87,$183.33,$35.41,arnold
249,2/16/2025,"Cheese - Havarti, Salsa",45,$274.47,$22.13,arnold
250,2/5/2025,Lid Tray - 12in Dome,40,$226.03,$27.58,arnold
251,2/25/2025,Ice Cream Bar - Oreo Cone,64,$172.46,$25.60,Sona
252,2/15/2025,Ecolab - Hand Soap Form Antibac,59,$89.84,$36.10,bet
253,2/16/2025,Pan Grease,41,$100.44,$39.94,Sona
254,2/18/2025,Pickles - Gherkins,10,$289.12,$0.93,Sona
255,2/25/2025,"Bread - Crumbs, Bulk",4,$165.90,$29.46,bet
256,2/10/2025,Ecolab Crystal Fusion,45,$118.53,$9.25,arnold
257,2/15/2025,Shrimp - Black Tiger 16/20,19,$215.92,$40.46,Sona
258,2/13/2025,"Wine - Red, Metus Rose",60,$84.40,$42.87,bet
259,2/9/2025,Eggplant Oriental,76,$264.83,$26.07,arnold
260,2/20/2025,Veal - Slab Bacon,49,$141.03,$12.42,bet
261,2/13/2025,Butter - Salted,23,$284.71,$31.82,arnold
262,2/26/2025,Bay Leaf,42,$84.71,$23.69,arnold
263,2/14/2025,Munchies Honey Sweet Trail Mix,20,$195.17,$22.40,arnold
264,2/7/2025,"Oil - Shortening,liqud, Fry",100,$295.04,$8.31,bet
265,2/13/2025,Lambcasing,7,$84.22,$0.82,Sona
266,2/17/2025,Container - Clear 32 Oz,8,$89.66,$6.55,Sona
267,2/4/2025,Sugar - Cubes,7,$176.54,$48.07,bet
268,2/15/2025,Island Oasis - Wildberry,81,$51.62,$24.01,arnold
269,2/24/2025,Daves Island Stinger,3,$71.59,$48.34,arnold
270,2/5/2025,Beef - Ground Lean Fresh,43,$294.06,$9.48,Sona
271,2/26/2025,Carbonated Water - Orange,62,$204.20,$46.11,arnold
272,2/5/2025,Pastrami,89,$267.68,$29.56,arnold
273,2/11/2025,Cheese - Comtomme,100,$74.64,$23.56,Sona
274,2/13/2025,Steel Wool S.o.s,34,$65.01,$43.06,arnold
275,2/22/2025,Creme De Banane - Marie,39,$73.66,$17.94,bet
276,2/22/2025,"Beef - Tenderlion, Center Cut",53,$195.67,$45.99,Sona
277,2/11/2025,Hot Chocolate - Individual,28,$251.17,$24.16,Sona
278,2/12/2025,Thyme - Fresh,14,$54.99,$16.49,bet
279,2/20/2025,Lettuce - Iceberg,62,$197.43,$37.20,arnold
280,2/17/2025,Pop Shoppe Cream Soda,87,$50.28,$1.23,Sona
281,2/13/2025,Rice - Wild,67,$185.31,$3.56,arnold
282,2/5/2025,Easy Off Oven Cleaner,76,$244.87,$28.99,Sona
283,2/25/2025,Wine - Rosso Toscano Igt,50,$279.46,$34.21,Sona
284,2/16/2025,Canadian Emmenthal,40,$243.10,$23.98,Sona
285,2/15/2025,Beans - Green,21,$61.56,$6.95,Sona
286,2/17/2025,Pepper - Pablano,35,$57.87,$4.11,Sona
287,2/17/2025,Sauce - Oyster,11,$228.44,$37.57,Sona
288,2/11/2025,Venison - Racks Frenched,54,$117.34,$5.60,Sona
289,2/12/2025,Compound - Passion Fruit,43,$70.88,$13.04,bet
290,2/18/2025,Shrimp - 150 - 250,96,$59.31,$5.93,bet
291,2/13/2025,Sprite - 355 Ml,88,$255.00,$43.51,arnold
292,2/22/2025,Pop Shoppe Cream Soda,34,$117.52,$11.87,arnold
293,2/17/2025,Ice Cream - Life Savers,70,$82.26,$23.55,bet
294,2/6/2025,Juice - Apple Cider,14,$78.12,$13.66,Sona
295,2/15/2025,Rabbit - Whole,43,$243.63,$32.01,Sona
296,2/6/2025,Island Oasis - Ice Cream Mix,16,$123.64,$31.42,Sona
297,2/19/2025,Sprouts - Brussel,2,$282.47,$39.98,Sona
298,2/25/2025,Puree - Guava,1,$108.38,$34.55,Sona
299,2/23/2025,Wine - Alicanca Vinho Verde,72,$82.90,$7.23,Sona
300,2/19/2025,Sobe - Orange Carrot,69,$257.47,$24.34,bet
301,2/27/2025,"Soup - Knorr, Classic Can. Chili",59,$171.98,$32.60,bet
302,2/24/2025,Bar - Sweet And Salty Chocolate,4,$258.47,$32.98,Sona
303,2/25/2025,Wine - Conde De Valdemar,55,$280.47,$28.39,arnold
304,2/9/2025,Broccoli - Fresh,89,$293.27,$38.14,arnold
305,2/27/2025,"Wine - Red, Pinot Noir, Chateau",99,$80.17,$13.31,Sona
306,2/5/2025,Coffee Guatemala Dark,47,$238.88,$29.18,arnold
307,2/23/2025,"Halibut - Whole, Fresh",26,$129.34,$45.78,bet
308,2/12/2025,Potato - Sweet,39,$115.52,$10.93,Sona
309,2/20/2025,Kellogs Cereal In A Cup,65,$274.54,$7.26,bet
310,2/21/2025,"Wine - White, Gewurtzraminer",40,$229.13,$40.75,bet
311,2/4/2025,Ecolab - Solid Fusion,98,$273.45,$24.19,arnold
312,2/26/2025,Easy Off Oven Cleaner,44,$116.68,$0.59,arnold
313,2/27/2025,"Wine - Red, Cabernet Sauvignon",87,$288.48,$12.04,Sona
314,2/9/2025,Peach - Halves,76,$69.68,$17.42,bet
315,2/8/2025,Egg Patty Fried,8,$195.13,$42.00,bet
316,2/24/2025,Salmon Steak - Cohoe 6 Oz,57,$204.19,$37.72,Sona
317,2/22/2025,"Wine - White, Cooking",15,$194.92,$46.63,bet
318,2/21/2025,"Wine - Mas Chicet Rose, Vintage",7,$97.42,$23.42,arnold
319,2/19/2025,Table Cloth 81x81 Colour,92,$150.71,$48.88,bet
320,2/27/2025,"Cherries - Bing, Canned",71,$73.27,$8.50,arnold
321,2/27/2025,Buffalo - Tenderloin,44,$71.11,$43.21,bet
322,2/7/2025,Wine - Baron De Rothschild,22,$99.54,$28.61,bet
323,2/8/2025,Flour - So Mix Cake White,62,$123.43,$4.17,arnold
324,2/4/2025,Vinegar - Rice,9,$89.82,$31.36,bet
325,2/17/2025,Kellogs Raisan Bran Bars,96,$111.00,$41.73,arnold
326,2/19/2025,Filter - Coffee,79,$152.82,$0.43,Sona
327,2/8/2025,Rappini - Andy Boy,61,$233.43,$19.83,arnold
328,2/14/2025,Carrots - Jumbo,13,$185.65,$32.54,bet
329,2/10/2025,Wine - Two Oceans Cabernet,100,$120.48,$2.15,Sona
330,2/21/2025,Melon - Honey Dew,37,$108.45,$15.91,bet
331,2/20/2025,Bacardi Mojito,43,$54.27,$21.54,Sona
332,2/5/2025,"Champagne - Brights, Dry",45,$232.98,$42.36,arnold
333,2/10/2025,Carbonated Water - Lemon Lime,83,$251.58,$1.40,Sona
334,2/8/2025,Appetizer - Sausage Rolls,1,$219.00,$47.74,bet
335,2/25/2025,Wine - Zinfandel Rosenblum,2,$127.20,$6.58,Sona
336,2/11/2025,Okra,12,$226.28,$10.29,Sona
337,2/11/2025,Potatoes - Parissienne,43,$299.01,$37.07,Sona
338,2/4/2025,Muffin Mix - Banana Nut,45,$230.48,$29.03,Sona
339,2/8/2025,Creme De Menthe Green,43,$187.11,$9.92,bet
340,2/11/2025,Pimento - Canned,88,$243.48,$16.82,bet
341,2/5/2025,Baking Soda,7,$235.56,$44.29,Sona
342,2/22/2025,Bacardi Raspberry,47,$273.08,$35.25,bet
343,2/15/2025,Wine - Chablis 2003 Champs,79,$77.63,$33.34,bet
344,2/14/2025,Muffin Mix - Chocolate Chip,71,$292.88,$29.11,bet
345,2/15/2025,Fennel,86,$61.80,$27.05,Sona
346,2/14/2025,Blackberries,49,$62.68,$10.89,arnold
347,2/11/2025,Rabbit - Whole,66,$181.00,$0.58,arnold
348,2/19/2025,Ice Cream Bar - Drumstick,33,$187.49,$41.91,bet
349,2/4/2025,"Crab - Blue, Frozen",97,$238.91,$7.09,bet
350,2/18/2025,Oil - Avocado,10,$51.85,$15.64,arnold
351,2/12/2025,Flour - Chickpea,33,$79.13,$7.01,bet
352,2/11/2025,Stainless Steel Cleaner Vision,54,$254.95,$28.54,Sona
353,2/21/2025,Chinese Foods - Pepper Beef,43,$259.62,$13.04,arnold
354,2/27/2025,Soup Campbells Turkey Veg.,12,$101.93,$19.28,bet
355,2/24/2025,Cardamon Seed / Pod,58,$147.80,$36.08,Sona
356,2/26/2025,Muffin - Mix - Mango Sour Cherry,34,$127.98,$30.26,bet
357,2/20/2025,Lotus Rootlets - Canned,37,$116.33,$32.14,Sona
358,2/7/2025,Quinoa,25,$288.46,$39.73,arnold
359,2/26/2025,"Veal - Round, Eye Of",26,$241.01,$38.26,bet
360,2/22/2025,Crab - Imitation Flakes,51,$218.44,$24.92,bet
361,2/5/2025,Eggplant - Regular,72,$172.22,$24.19,bet
362,2/5/2025,Muffin Orange Individual,99,$94.33,$24.97,Sona
363,2/27/2025,"7up Diet, 355 Ml",28,$106.58,$19.69,arnold
364,2/10/2025,Sausage - Breakfast,9,$58.45,$12.44,bet
365,2/26/2025,"Pepper - Black, Whole",34,$295.87,$26.34,bet
366,2/8/2025,"Veal - Inside Round / Top, Lean",43,$70.02,$19.37,Sona
367,2/25/2025,Orange - Blood,11,$162.77,$30.10,Sona
368,2/18/2025,Cake - Dulce De Leche,68,$145.56,$12.55,arnold
369,2/24/2025,"Sauce - Soya, Dark",17,$90.47,$39.83,Sona
370,2/18/2025,Wine - Saint Emilion Calvet,48,$167.17,$21.56,Sona
371,2/20/2025,Muffin Batt - Ban Dream Zero,78,$66.92,$19.91,bet
