transaction_id,date,product_name,quantity,amount,discount,cashier
86,2/5/2025,Beer - Sleeman Fine Porter,89,$282.22,$2.28,bet
87,2/9/2025,Wine - Trimbach Pinot Blanc,31,$215.39,$38.52,Sona
88,2/16/2025,Wine - Chablis J Moreau Et Fils,36,$194.77,$15.53,bet
89,2/5/2025,Sesame Seed,38,$296.80,$7.91,Sona
90,2/27/2025,Squid - U 5,84,$65.12,$32.03,arnold
91,2/21/2025,Cheese - Mascarpone,2,$223.89,$43.05,bet
92,2/6/2025,"Wine - Red, Gallo, Merlot",68,$236.62,$48.75,arnold
93,2/26/2025,Cheese - Ermite Bleu,54,$296.77,$21.30,bet
94,2/17/2025,Hand Towel,88,$185.66,$16.48,arnold
95,2/22/2025,Cheese - Cream Cheese,84,$97.18,$26.25,arnold
96,2/6/2025,"Nut - Pecan, Pieces",13,$145.13,$13.20,arnold
97,2/9/2025,Monkfish - Fresh,55,$121.50,$40.99,bet
98,2/15/2025,Whmis - Spray Bottle Trigger,13,$222.92,$6.97,bet
99,2/5/2025,Beans - Soya Bean,2,$287.03,$22.02,bet
100,2/7/2025,"Napkin - Beverge, White 2 - Ply",51,$151.88,$31.07,arnold
101,2/8/2025,Olives - Stuffed,94,$175.90,$45.49,arnold
102,2/11/2025,Coffee Beans - Chocolate,64,$68.25,$18.74,bet
103,2/19/2025,Island Oasis - Sweet And Sour Mix,95,$217.87,$22.83,bet
104,2/6/2025,Beans - Butter Lrg Lima,56,$272.01,$42.64,Sona
105,2/8/2025,Toothpick Frilled,65,$104.24,$2.37,arnold
106,2/22/2025,Bread - Assorted Rolls,9,$250.85,$20.47,Sona
107,2/14/2025,"Vinegar - Balsamic, White",51,$190.44,$37.67,bet
108,2/6/2025,"Glass - Wine, Plastic, Clear 5 Oz",17,$286.62,$19.72,bet
109,2/27/2025,Pork - European Side Bacon,63,$67.31,$22.77,bet
110,2/24/2025,Lamb - Loin Chops,34,$58.07,$14.17,bet
111,2/17/2025,Wine - Valpolicella Masi,49,$271.03,$3.01,Sona
112,2/12/2025,"Wine - Cahors Ac 2000, Clos",89,$286.06,$46.49,arnold
113,2/27/2025,Pail With Metal Handle 16l White,13,$80.93,$15.30,arnold
114,2/11/2025,"Wine - White, Cooking",44,$207.51,$33.00,Sona
115,2/13/2025,Ocean Spray - Ruby Red,24,$235.26,$12.17,Sona
116,2/13/2025,Crab Brie In Phyllo,62,$167.29,$0.62,bet
117,2/20/2025,Beets,54,$97.10,$36.34,Sona
118,2/21/2025,"Liqueur Banana, Ramazzotti",10,$138.51,$8.38,bet
119,2/25/2025,Sauce - Marinara,38,$186.57,$41.13,arnold
120,2/18/2025,Sambuca - Opal Nera,36,$134.38,$10.78,Sona
121,2/18/2025,Wine - Chianti Classico Riserva,100,$132.49,$20.28,Sona
122,2/21/2025,Beef Dry Aged Tenderloin Aaa,93,$184.48,$30.62,arnold
123,2/4/2025,"Nut - Pecan, Pieces",88,$244.16,$21.92,arnold
124,2/19/2025,Chicken Thigh - Bone Out,27,$148.59,$41.72,Sona
125,2/10/2025,Energy - Boo - Koo,62,$216.24,$9.54,bet
126,2/11/2025,"Veal - Chops, Split, Frenched",47,$123.21,$30.72,arnold
127,2/11/2025,"Beef - Chuck, Boneless",2,$149.37,$6.31,bet
128,2/5/2025,Bagel - Sesame Seed Presliced,43,$225.27,$12.95,Sona
129,2/15/2025,Chocolate - Dark,2,$96.33,$41.11,arnold
130,2/4/2025,Ice Cream Bar - Oreo Cone,93,$121.59,$1.14,bet
131,2/19/2025,Mortadella,51,$70.92,$6.89,Sona
132,2/15/2025,Wiberg Cure,10,$197.21,$32.13,bet
133,2/5/2025,"Wine - White, Riesling, Semi - Dry",38,$286.51,$9.89,Sona
134,2/23/2025,"Coconut - Shredded, Sweet",39,$251.59,$34.75,bet
135,2/15/2025,Tea Peppermint,70,$111.27,$11.47,arnold
136,2/21/2025,Uniform Linen Charge,50,$248.91,$10.53,bet
137,2/12/2025,Mince Meat - Filling,27,$107.61,$28.95,arnold
138,2/15/2025,Ostrich - Fan Fillet,56,$72.87,$37.45,bet
139,2/13/2025,"Turkey - Breast, Smoked",13,$187.01,$5.16,bet
140,2/10/2025,Energy Drink - Franks Pineapple,81,$243.09,$3.15,arnold
141,2/24/2025,"Ham - Smoked, Bone - In",25,$245.29,$17.49,arnold
142,2/26/2025,"Zucchini - Mini, Green",86,$98.98,$28.40,bet
143,2/16/2025,Bagelers - Cinn / Brown Sugar,15,$292.11,$41.16,Sona
144,2/20/2025,Jolt Cola - Electric Blue,69,$158.18,$5.72,arnold
145,2/4/2025,Bagelers - Cinn / Brown Sugar,50,$229.35,$19.59,arnold
146,2/24/2025,"Pepper - Red, Finger Hot",52,$126.40,$22.20,arnold
147,2/20/2025,"Juice - Tomato, 48 Oz",51,$201.52,$32.13,Sona
148,2/12/2025,Bread - Focaccia Quarter,95,$146.39,$18.11,arnold
149,2/21/2025,Chicken - Whole,25,$277.73,$10.19,Sona
150,2/17/2025,Spring Roll Veg Mini,21,$129.84,$12.35,Sona
151,2/7/2025,Jagermeister,29,$295.37,$26.97,arnold
152,2/5/2025,Napkin - Beverage 1 Ply,61,$55.03,$27.47,arnold
153,2/5/2025,Milk - 1%,87,$111.53,$37.50,arnold
154,2/27/2025,"Beef - Tongue, Cooked",66,$53.34,$32.26,Sona
155,2/9/2025,Flax Seed,100,$200.29,$2.79,bet
156,2/27/2025,Lettuce - Spring Mix,71,$171.60,$21.96,Sona
157,2/25/2025,Lamb Rack - Ontario,100,$140.16,$27.85,arnold
158,2/11/2025,Oven Mitts 17 Inch,42,$276.33,$26.83,bet
159,2/13/2025,Bread - Olive,85,$222.89,$47.15,bet
160,2/9/2025,Scallops - 20/30,3,$280.22,$7.33,arnold
161,2/24/2025,Halibut - Fletches,74,$194.50,$20.07,bet
162,2/12/2025,Sugar - Invert,78,$280.19,$13.14,Sona
163,2/5/2025,Pecan Raisin - Tarts,49,$198.96,$4.99,arnold
164,2/19/2025,"Pail - 4l White, With Handle",46,$231.60,$41.30,arnold
165,2/19/2025,Five Alive Citrus,49,$87.59,$42.86,arnold
166,2/8/2025,Table Cloth 54x54 White,73,$69.87,$48.28,bet
167,2/12/2025,Wine - Barbera Alba Doc 2001,75,$299.19,$48.67,arnold
168,2/11/2025,Sambuca - Opal Nera,49,$176.28,$48.31,arnold
169,2/14/2025,Muffin Batt - Choc Chk,44,$168.47,$23.24,arnold
170,2/26/2025,Foie Gras,48,$199.34,$7.37,bet
171,2/22/2025,Cheese - Oka,95,$88.05,$26.63,bet
172,2/21/2025,Pectin,90,$150.85,$43.79,Sona
173,2/10/2025,"Jam - Strawberry, 20 Ml Jar",49,$61.34,$37.88,arnold
174,2/21/2025,Bread - Bistro Sour,84,$173.67,$33.14,bet
175,2/24/2025,Capicola - Hot,91,$258.39,$6.74,Sona
176,2/20/2025,Fond - Neutral,89,$196.96,$25.80,bet
177,2/22/2025,Bread Crumbs - Japanese Style,70,$172.33,$40.27,Sona
178,2/14/2025,Beef Dry Aged Tenderloin Aaa,21,$55.40,$24.62,bet
179,2/16/2025,"Cheese - Brie, Cups 125g",15,$195.53,$7.79,bet
180,2/12/2025,Napkin White,36,$195.52,$44.34,Sona
181,2/22/2025,Yeast Dry - Fermipan,34,$168.65,$5.45,arnold
182,2/21/2025,Apricots - Dried,23,$265.57,$10.52,arnold
183,2/21/2025,Pork - Inside,52,$72.92,$33.81,Sona
184,2/20/2025,Kohlrabi,61,$114.39,$39.85,arnold
185,2/6/2025,Juice - Orangina,6,$289.51,$11.80,Sona
186,2/18/2025,Pernod,36,$217.02,$27.02,Sona
187,2/14/2025,Liners - Baking Cups,13,$274.17,$26.39,Sona
188,2/15/2025,Soup - Campbells Broccoli,71,$63.08,$28.99,arnold
189,2/9/2025,Duck - Fat,83,$223.69,$20.56,arnold
190,2/23/2025,Beef Wellington,68,$271.59,$16.11,Sona
191,2/23/2025,Cheese Cloth No 60,17,$277.62,$18.31,arnold
192,2/21/2025,"Roe - Lump Fish, Red",42,$260.87,$14.01,Sona
193,2/19/2025,"Sauce - White, Mix",46,$188.05,$27.69,Sona
194,2/8/2025,Magnotta Bel Paese Red,100,$56.90,$11.12,arnold
195,2/5/2025,"Onions - Dried, Chopped",100,$254.91,$15.03,bet
196,2/25/2025,"Soup - Clam Chowder, Dry Mix",92,$78.70,$40.71,Sona
197,2/10/2025,Containter - 3oz Microwave Rect.,70,$281.39,$41.43,arnold
198,2/21/2025,Mousse - Banana Chocolate,29,$191.65,$45.94,bet
199,2/18/2025,Wine - Valpolicella Masi,10,$205.87,$20.43,bet
200,2/21/2025,Wine - Tribal Sauvignon,19,$111.55,$18.71,arnold
201,2/22/2025,Ecolab - Hobart Washarm End Cap,92,$192.77,$24.07,arnold
202,2/8/2025,Kellogs Special K Cereal,4,$195.21,$32.21,Sona
203,2/7/2025,Kellogs Cereal In A Cup,48,$162.53,$44.84,bet
204,2/8/2025,Pails With Lids,35,$68.24,$5.07,arnold
205,2/18/2025,Orange Roughy 4/6 Oz,95,$283.97,$38.65,arnold
206,2/10/2025,Compound - Orange,12,$156.18,$23.08,bet
207,2/10/2025,"Cup - 6oz, Foam",19,$66.10,$1.28,arnold
208,2/23/2025,Appetizer - Assorted Box,54,$75.75,$46.25,arnold
209,2/15/2025,"Rum - White, Gg White",9,$214.01,$29.75,arnold
210,2/27/2025,Pastry - Apple Muffins - Mini,3,$143.13,$2.73,bet
211,2/13/2025,"Pasta - Linguini, Dry",91,$204.67,$11.56,arnold
212,2/22/2025,Shortbread - Cookie Crumbs,60,$172.52,$33.63,Sona
213,2/19/2025,Gatorade - Cool Blue Raspberry,83,$69.67,$26.68,bet
214,2/6/2025,Cheese - La Sauvagine,78,$164.83,$28.48,bet
215,2/7/2025,Sugar - Fine,2,$236.48,$47.25,arnold
216,2/25/2025,"Lid - High Heat, Super Clear",74,$160.58,$32.44,bet
217,2/18/2025,Chocolate Bar - Reese Pieces,91,$295.62,$42.11,Sona
218,2/4/2025,Saskatoon Berries - Frozen,31,$173.37,$40.37,Sona
219,2/16/2025,Pickle - Dill,93,$149.71,$27.88,bet
220,2/7/2025,Crab Meat Claw Pasteurise,49,$124.32,$6.16,bet
221,2/26/2025,"Mustard - Dry, Powder",29,$240.77,$8.27,Sona
222,2/25/2025,Cake Slab,87,$190.30,$31.72,Sona
223,2/6/2025,Bread Base - Goodhearth,7,$233.50,$38.41,Sona
224,2/25/2025,Monkfish Fresh - Skin Off,36,$89.53,$18.99,bet
225,2/25/2025,Sea Urchin,57,$144.39,$8.21,arnold
226,2/18/2025,Oil - Canola,78,$52.78,$2.44,Sona
227,2/8/2025,Mustard Prepared,37,$211.68,$4.35,bet
228,2/8/2025,"Basil - Dry, Rubbed",31,$119.59,$17.10,bet
229,2/18/2025,Wine - Taylors Reserve,17,$77.32,$47.55,Sona
230,2/14/2025,Appetizer - Mushroom Tart,49,$276.18,$4.75,bet
231,2/4/2025,Goldschalger,72,$135.87,$2.14,bet
232,2/20/2025,Tomato - Tricolor Cherry,80,$287.19,$40.20,Sona
233,2/18/2025,"Pork - Butt, Boneless",42,$260.30,$3.49,arnold
234,2/17/2025,Jerusalem Artichoke,13,$170.43,$39.53,Sona
235,2/19/2025,Jack Daniels,28,$114.24,$18.74,bet
236,2/13/2025,Prunes - Pitted,68,$119.27,$13.27,bet
237,2/25/2025,Versatainer Nc - 8288,37,$297.26,$11.19,arnold
238,2/10/2025,Butter Sweet,15,$275.89,$22.14,bet
239,2/18/2025,Honey - Liquid,72,$156.37,$32.22,bet
240,2/21/2025,Maintenance Removal Charge,19,$133.91,$0.71,arnold
241,2/4/2025,Rice - Basmati,80,$127.80,$16.83,bet
242,2/23/2025,Sherry - Dry,77,$265.67,$7.87,arnold
243,2/11/2025,Nori Sea Weed,61,$135.68,$14.37,Sona
244,2/5/2025,Beef - Tenderloin Tails,72,$162.98,$12.59,arnold
245,2/12/2025,"Lemonade - Island Tea, 591 Ml",85,$252.35,$36.85,arnold
246,2/19/2025,Beer - Mcauslan Apricot,35,$135.97,$3.36,bet
247,2/9/2025,Wine - Pinot Noir Mondavi Coastal,74,$173.22,$40.42,bet
248,2/22/2025,"Tabasco Sauce, 2 Oz",43,$252.23,$37.83,arnold
249,2/7/2025,Mushroom Morel Fresh,57,$168.41,$16.63,Sona
250,2/10/2025,Snails - Large Canned,100,$279.62,$8.33,Sona
251,2/19/2025,Muffin Mix - Carrot,43,$285.13,$37.40,bet
252,2/26/2025,Potatoes - Peeled,95,$269.72,$1.36,bet
253,2/12/2025,Milk - 1%,81,$75.55,$4.33,Sona
254,2/11/2025,Clam Nectar,40,$143.89,$15.19,Sona
255,2/14/2025,Kellogs Special K Cereal,94,$148.71,$37.61,arnold
256,2/27/2025,Coffee - Ristretto Coffee Capsule,41,$234.76,$8.86,arnold
257,2/10/2025,Alize Red Passion,46,$151.40,$17.28,arnold
258,2/15/2025,Flavouring - Orange,61,$268.35,$0.08,Sona
259,2/26/2025,Celery,44,$231.09,$4.48,arnold
260,2/10/2025,Iced Tea Concentrate,91,$270.42,$12.64,Sona
261,2/25/2025,Pants Custom Dry Clean,82,$112.76,$6.76,arnold
262,2/13/2025,Shichimi Togarashi Peppeers,70,$110.48,$34.94,Sona
263,2/24/2025,"Brownies - Two Bite, Chocolate",84,$105.06,$48.84,Sona
264,2/27/2025,Soup - Base Broth Chix,49,$102.51,$24.79,arnold
265,2/21/2025,Snapple Lemon Tea,90,$107.92,$29.22,Sona
266,2/13/2025,Muffin - Mix - Bran And Maple 15l,8,$111.87,$8.38,arnold
267,2/22/2025,Tea - Lemon Scented,7,$268.91,$14.27,Sona
268,2/6/2025,Beef Striploin Aaa,48,$82.48,$43.65,bet
269,2/8/2025,Pepper Squash,65,$200.30,$14.18,bet
270,2/7/2025,Evaporated Milk - Skim,49,$191.85,$20.46,bet
271,2/15/2025,Lettuce - Lambs Mash,64,$195.82,$26.69,arnold
272,2/11/2025,Herb Du Provence - Primerba,47,$238.14,$23.36,bet
273,2/26/2025,Tomatoes - Heirloom,28,$156.52,$31.44,bet
274,2/26/2025,Wine - Penfolds Koonuga Hill,23,$238.97,$19.68,Sona
275,2/20/2025,Sole - Fillet,96,$245.85,$22.87,Sona
276,2/22/2025,Syrup - Chocolate,2,$165.95,$40.72,arnold
277,2/16/2025,Buffalo - Tenderloin,11,$231.18,$26.77,bet
278,2/15/2025,External Supplier,60,$71.46,$31.54,arnold
279,2/17/2025,Bread - Sour Batard,51,$262.75,$9.74,arnold
280,2/24/2025,Lamb - Loin Chops,71,$267.72,$37.24,bet
281,2/26/2025,Mushroom - Crimini,72,$92.64,$10.95,Sona
282,2/27/2025,"Juice - Orange, 341 Ml",39,$118.95,$44.48,arnold
283,2/14/2025,Appetizer - Asian Shrimp Roll,45,$92.13,$32.02,arnold
284,2/20/2025,"Lettuce - Mini Greens, Whole",25,$81.81,$30.20,arnold
285,2/15/2025,Flower - Leather Leaf Fern,19,$96.92,$11.61,Sona
286,2/13/2025,Avocado,64,$78.66,$6.67,bet
287,2/9/2025,Chinese Foods - Cantonese,21,$205.40,$12.83,arnold
288,2/19/2025,Filling - Mince Meat,6,$244.68,$47.41,arnold
289,2/15/2025,Wine - Beaujolais Villages,15,$206.63,$48.49,arnold
290,2/6/2025,Cactus Pads,55,$176.32,$37.10,arnold
291,2/5/2025,Tea - Honey Green Tea,64,$173.91,$11.97,Sona
292,2/23/2025,Mustard - Dijon,31,$77.95,$28.56,bet
293,2/19/2025,Soup - Tomato Mush. Florentine,3,$109.11,$7.69,Sona
294,2/13/2025,Muffin Mix - Oatmeal,40,$68.54,$5.98,bet
295,2/7/2025,Beef - Sushi Flat Iron Steak,83,$262.56,$33.10,bet
296,2/26/2025,Rosemary - Fresh,61,$98.20,$44.65,bet
297,2/24/2025,Sauce - Hp,69,$280.24,$4.07,bet
298,2/25/2025,"Nut - Pecan, Halves",93,$299.62,$32.79,Sona
299,2/27/2025,Instant Coffee,96,$233.99,$29.30,bet
300,2/19/2025,Cumin - Whole,35,$131.85,$2.18,Sona
301,2/5/2025,Cheese - Mascarpone,76,$218.70,$8.76,Sona
302,2/13/2025,Rabbit - Saddles,49,$236.98,$32.74,bet
303,2/19/2025,"Crab - Blue, Frozen",6,$142.41,$32.40,Sona
304,2/22/2025,Watercress,80,$205.14,$22.17,Sona
305,2/13/2025,Bay Leaf Ground,11,$120.47,$4.74,bet
306,2/17/2025,"Cheese - Mozzarella, Shredded",64,$274.52,$32.92,Sona
307,2/22/2025,Milk - Homo,71,$294.02,$2.86,bet
308,2/14/2025,Soup Campbells Turkey Veg.,6,$101.71,$39.88,bet
309,2/8/2025,Greens Mustard,44,$200.65,$38.02,arnold
310,2/24/2025,Foam Dinner Plate,56,$222.85,$1.96,arnold
311,2/9/2025,Carbonated Water - Peach,98,$265.66,$15.51,bet
312,2/26/2025,"Mushroom - Shitake, Fresh",21,$124.76,$11.28,arnold
313,2/19/2025,Corn Meal,25,$267.76,$34.42,Sona
314,2/9/2025,"Doilies - 5, Paper",70,$146.15,$24.06,Sona
315,2/9/2025,Coffee - Frthy Coffee Crisp,78,$128.26,$42.82,bet
316,2/6/2025,Creme De Menth - White,55,$192.86,$36.84,Sona
317,2/9/2025,"Pasta - Fusili, Dry",1,$135.49,$14.38,bet
318,2/18/2025,Energy Drink - Redbull 355ml,41,$152.36,$33.51,Sona
319,2/11/2025,Buffalo - Striploin,27,$191.60,$44.43,Sona
320,2/9/2025,Cream Of Tartar,88,$213.96,$2.92,bet
321,2/27/2025,Arrowroot,59,$237.69,$25.53,Sona
322,2/9/2025,Wine - Montecillo Rioja Crianza,69,$208.64,$25.33,arnold
323,2/14/2025,"Quail - Eggs, Fresh",5,$118.63,$37.02,arnold
324,2/27/2025,Calypso - Black Cherry Lemonade,11,$219.98,$6.01,bet
325,2/7/2025,Onions - White,29,$116.62,$5.64,Sona
326,2/18/2025,"Wine - Red, Metus Rose",84,$229.19,$6.16,Sona
327,2/26/2025,Wine - Cotes Du Rhone Parallele,62,$268.51,$45.54,bet
328,2/11/2025,Wine - Pinot Grigio Collavini,10,$93.92,$35.09,arnold
329,2/22/2025,Scallops - U - 10,100,$260.10,$27.87,bet
330,2/12/2025,"Bread - Pumpernickle, Rounds",64,$203.46,$0.25,arnold
331,2/18/2025,Gooseberry,88,$70.56,$14.81,bet
332,2/5/2025,Wine - Placido Pinot Grigo,100,$65.08,$34.15,arnold
333,2/24/2025,Pasta - Agnolotti - Butternut,18,$145.72,$27.96,arnold
334,2/26/2025,Tea - Lemon Green Tea,18,$101.60,$48.16,arnold
335,2/16/2025,Icecream Cone - Areo Chocolate,73,$170.19,$44.83,Sona
336,2/20/2025,Pickle - Dill,16,$298.65,$9.00,Sona
337,2/7/2025,Yeast Dry - Fermipan,30,$294.30,$32.96,arnold
338,2/18/2025,Wine - Merlot Vina Carmen,26,$208.76,$18.07,arnold
339,2/7/2025,"Lamb - Racks, Frenched",19,$56.12,$37.46,bet
340,2/20/2025,"Soup - Knorr, French Onion",5,$283.15,$24.21,bet
341,2/9/2025,Tuna - Yellowfin,32,$65.01,$10.21,Sona
342,2/17/2025,Mushroom - Portebello,24,$170.25,$10.53,arnold
343,2/24/2025,Bread - Assorted Rolls,16,$71.60,$36.24,arnold
344,2/8/2025,"Cherries - Maraschino,jar",45,$175.58,$11.80,bet
345,2/19/2025,Wine - Rioja Campo Viejo,68,$85.47,$32.57,Sona
346,2/21/2025,Sauce - Chili,98,$215.42,$18.46,bet
347,2/16/2025,"Rum - Coconut, Malibu",38,$141.95,$17.99,bet
348,2/27/2025,Spice - Onion Powder Granulated,91,$158.29,$32.69,Sona
349,2/13/2025,Cheese - Roquefort Pappillon,74,$55.08,$23.11,arnold
350,2/16/2025,Pasta - Cheese / Spinach Bauletti,63,$241.19,$19.21,arnold
351,2/11/2025,Longos - Lasagna Veg,29,$268.13,$3.80,Sona
352,2/21/2025,"Wine - Magnotta, Merlot Sr Vqa",50,$228.42,$28.12,Sona
353,2/23/2025,Fib N9 - Prague Powder,21,$125.42,$41.42,Sona
354,2/20/2025,Rabbit - Legs,5,$239.79,$46.48,Sona
355,2/10/2025,Basil - Pesto Sauce,65,$140.71,$9.96,arnold
356,2/9/2025,Table Cloth 54x54 White,84,$129.48,$38.16,bet
357,2/10/2025,Wine - Fume Blanc Fetzer,54,$91.04,$22.22,arnold
358,2/9/2025,Meldea Green Tea Liquor,60,$237.62,$24.06,bet
359,2/17/2025,Munchies Honey Sweet Trail Mix,66,$132.48,$6.30,Sona
360,2/14/2025,"Placemat - Scallop, White",46,$56.00,$48.34,bet
361,2/14/2025,Madeira,51,$269.65,$34.56,arnold
362,2/16/2025,Wine - German Riesling,28,$127.18,$1.47,Sona
363,2/9/2025,Water - Spring Water 500ml,31,$171.12,$40.44,arnold
364,2/14/2025,"Soup - French Onion, Dry",85,$126.79,$21.31,bet
365,2/12/2025,The Pop Shoppe - Grape,31,$105.12,$41.39,arnold
366,2/12/2025,Celery Root,39,$269.01,$1.08,bet
367,2/7/2025,Fish - Bones,42,$202.85,$7.21,arnold
368,2/15/2025,Table Cloth 81x81 White,22,$167.25,$39.86,arnold
369,2/7/2025,Cherries - Frozen,97,$69.89,$41.46,Sona
370,2/10/2025,Tahini Paste,25,$110.46,$24.04,Sona
371,2/22/2025,Water - Tonic,62,$254.78,$37.79,Sona
372,2/4/2025,Milkettes - 2%,59,$186.87,$32.18,arnold
